STATION: IODESS16

=== SEASONAL COLD ===
elev,N,count,median,p25,p75
33,5,16,0.924,0.728,1.028
33,6,24,0.687,0.509,0.885
33,7,12,0.754,0.502,0.864
33,8,28,0.245,0.165,0.379
38,0,9,0.832,0.801,0.852
38,2,11,0.836,0.819,0.897
38,5,7,0.912,0.842,1.016
38,6,11,0.808,0.518,0.974
38,7,7,0.316,0.164,1.029
38,8,16,0.356,0.282,0.727
43,0,11,0.842,0.817,0.907
43,2,20,0.833,0.823,0.864
43,3,10,0.831,0.805,0.855
43,5,10,0.871,0.83,1.022
43,6,16,0.896,0.87,1.006
43,7,8,0.392,0.318,0.621
43,8,28,0.285,0.199,0.529
48,0,30,0.835,0.809,0.877
48,2,20,0.856,0.835,0.943
48,3,11,0.862,0.848,0.881
48,5,15,0.858,0.816,0.924
48,6,29,0.901,0.766,1.002
48,7,8,0.756,0.518,0.942
48,8,33,0.332,0.239,0.633
53,0,35,0.886,0.831,0.926
53,1,5,0.842,0.813,0.889
53,2,36,0.881,0.855,0.919
53,3,22,0.869,0.812,0.926
53,5,36,0.864,0.838,0.933
53,6,40,0.87,0.796,0.965
53,7,13,0.836,0.585,0.88
53,8,23,0.5,0.196,0.897
58,0,14,0.846,0.765,0.852
58,2,21,0.847,0.798,0.882
58,3,14,0.823,0.784,0.867
58,5,11,0.848,0.78,0.916
58,6,15,0.899,0.84,0.947
58,7,9,0.703,0.319,0.879
58,8,16,0.246,0.18,0.732
63,0,9,0.783,0.692,0.846
63,2,16,0.819,0.772,0.865
63,3,6,0.799,0.767,0.861
63,5,13,0.841,0.781,0.916
63,6,13,0.845,0.767,0.9
63,7,6,0.871,0.792,0.936
63,8,9,0.245,0.232,0.337

=== MONTHLY 01 ===
elev,N,count,median,p25,p75
13,2,5,0.715,0.702,0.8
13,5,7,0.776,0.628,0.797
13,6,8,0.672,0.562,0.691
13,8,19,0.323,0.154,0.539
18,2,7,0.876,0.702,0.908
18,3,10,0.656,0.589,0.69
18,5,8,0.77,0.667,0.906
18,6,6,0.683,0.543,0.855
18,7,10,0.595,0.378,0.746
18,8,65,0.322,0.2,0.396
23,8,8,0.253,0.183,0.37

=== MONTHLY 02 ===
elev,N,count,median,p25,p75
8,6,5,0.864,0.656,0.872
8,7,6,0.827,0.579,0.959
8,8,22,0.352,0.231,0.482
18,8,6,0.357,0.168,0.623
23,0,5,0.73,0.719,0.768
23,5,9,0.866,0.79,0.943
23,6,7,0.829,0.769,1.029
23,7,8,0.491,0.42,0.867
23,8,44,0.307,0.212,0.439
28,2,5,0.736,0.725,0.779
28,3,5,0.805,0.805,0.835
28,5,7,0.812,0.709,0.947
28,6,8,0.719,0.587,0.915
28,7,9,0.509,0.473,0.826
28,8,25,0.384,0.225,0.576

=== MONTHLY 03 ===
elev,N,count,median,p25,p75
8,0,9,0.592,0.524,0.609
8,2,6,0.548,0.512,0.671
8,5,5,0.578,0.56,0.628
8,6,7,0.579,0.429,0.604
8,7,10,0.53,0.465,0.719
8,8,23,0.431,0.226,0.561
13,0,5,0.605,0.47,0.632
13,2,9,0.647,0.518,0.694
13,7,5,0.578,0.499,0.656
13,8,19,0.335,0.179,0.556
18,6,8,0.672,0.606,0.784
18,8,17,0.37,0.254,0.446
28,8,7,0.397,0.253,0.445
33,0,12,0.77,0.743,0.828
33,3,8,0.862,0.838,0.931
33,5,5,0.927,0.852,0.93
33,6,7,0.761,0.684,0.792
33,7,5,0.276,0.184,0.512
33,8,25,0.483,0.223,0.637
38,2,5,0.817,0.757,0.844
38,5,7,0.894,0.721,0.942
38,6,8,0.68,0.501,0.785
38,7,7,0.765,0.598,0.846
38,8,27,0.328,0.215,0.442
43,8,12,0.33,0.206,0.656

=== MONTHLY 04 ===
elev,N,count,median,p25,p75
13,0,5,0.691,0.64,0.704
13,6,12,0.636,0.559,0.835
13,7,6,0.413,0.357,0.565
13,8,19,0.384,0.309,0.588
18,2,7,0.601,0.591,0.611
18,8,9,0.455,0.224,0.548
23,0,7,0.644,0.622,0.835
23,3,6,0.846,0.657,0.986
23,8,17,0.429,0.336,0.604
28,0,9,0.15,0.142,0.203
28,6,6,0.308,0.246,0.434
28,8,10,0.421,0.22,0.51
38,8,10,0.356,0.288,0.618
43,2,7,0.854,0.831,0.864
43,5,7,0.876,0.837,1.022
43,6,10,0.91,0.855,1.04
43,8,19,0.299,0.168,0.742
48,0,8,0.958,0.927,0.978
48,6,11,1.024,0.949,1.05
48,8,12,0.398,0.237,0.918
53,0,6,0.921,0.918,0.94
53,8,7,0.776,0.431,1.006

=== MONTHLY 05 ===
elev,N,count,median,p25,p75
18,0,6,0.601,0.573,0.671
18,6,5,0.545,0.463,0.588
18,8,10,0.579,0.383,0.755
23,2,5,0.639,0.601,0.659
23,8,12,0.324,0.218,0.692
33,0,10,0.984,0.661,1.06
33,2,5,0.99,0.669,1.046
33,3,6,0.985,0.834,1.065
33,6,10,0.663,0.404,0.858
33,8,17,0.268,0.165,0.308
48,0,5,0.85,0.845,0.868
48,2,5,0.856,0.851,0.893
48,6,6,0.811,0.766,0.853
48,8,12,0.289,0.192,0.6
53,0,7,0.952,0.902,0.968
53,5,7,0.858,0.851,0.942
53,6,10,0.866,0.768,0.918
58,2,5,0.861,0.849,0.863
58,3,5,0.867,0.856,0.93
58,5,5,0.848,0.848,0.976
58,6,10,0.905,0.801,0.949
58,7,6,0.366,0.314,0.896
58,8,12,0.509,0.231,0.82

=== MONTHLY 06 ===
elev,N,count,median,p25,p75
23,0,10,0.67,0.655,0.705
23,2,10,0.701,0.667,0.707
23,3,9,0.677,0.65,0.682
23,5,6,0.592,0.381,0.712
23,6,8,0.681,0.589,0.769
23,8,13,0.645,0.326,0.773
33,0,21,0.839,0.697,0.97
33,2,11,0.853,0.703,0.99
33,3,5,0.689,0.686,0.713
33,7,6,0.437,0.312,0.853
33,8,7,0.339,0.159,0.611
53,0,5,0.881,0.872,0.886
53,2,12,0.878,0.855,0.886
53,3,6,0.882,0.871,0.931
53,5,9,0.862,0.859,0.946
53,6,12,0.848,0.833,0.961
53,7,6,0.875,0.841,0.893
53,8,7,0.489,0.143,0.897
63,0,8,0.74,0.692,0.846
63,2,12,0.82,0.768,0.872
63,3,6,0.799,0.767,0.861
63,5,10,0.889,0.781,0.921
63,6,11,0.835,0.761,0.912
63,8,6,0.28,0.232,0.337

=== MONTHLY 07 ===
elev,N,count,median,p25,p75
23,0,8,0.678,0.623,0.706
23,2,8,0.671,0.663,0.692
23,3,6,0.665,0.658,0.675
23,5,11,0.677,0.654,0.702
23,6,16,0.635,0.545,0.729
23,8,8,0.224,0.186,0.612
33,0,21,0.729,0.684,0.901
33,2,14,0.867,0.724,0.889
33,3,5,0.831,0.676,0.877
33,5,5,0.728,0.684,0.942
33,6,10,0.633,0.509,0.693
53,0,7,0.877,0.803,0.88
53,2,10,0.874,0.823,0.883
53,3,7,0.868,0.838,0.902
53,5,15,0.866,0.835,0.904
53,6,15,0.874,0.681,0.982
58,0,11,0.785,0.764,0.852
58,2,13,0.847,0.786,0.899
58,3,9,0.791,0.783,0.796
58,5,5,0.849,0.78,0.889
58,6,5,0.877,0.867,0.923

=== MONTHLY 08 ===
elev,N,count,median,p25,p75
18,0,11,0.668,0.633,0.671
18,2,5,0.633,0.63,0.644
18,3,5,0.647,0.634,0.674
18,5,6,0.649,0.601,0.727
18,6,7,0.688,0.376,0.746
23,8,5,0.305,0.249,0.553
28,0,19,0.164,0.133,0.181
28,2,12,0.186,0.181,0.218
28,6,6,0.301,0.249,0.33
43,0,6,0.82,0.806,0.834
43,2,7,0.823,0.798,0.833
43,3,5,0.805,0.796,0.828
48,0,12,0.812,0.809,0.842
48,2,10,0.856,0.802,0.862
48,5,9,0.819,0.813,0.86
48,6,11,0.784,0.522,0.919
48,8,6,0.455,0.332,0.543
53,0,10,0.849,0.8,0.921
53,2,9,0.919,0.814,0.925
53,3,5,0.796,0.769,0.806
53,5,5,0.9,0.816,0.914

=== MONTHLY 09 ===
elev,N,count,median,p25,p75
8,0,7,0.487,0.374,0.585
8,6,7,0.501,0.39,0.597
8,8,6,0.196,0.13,0.342
13,0,6,0.353,0.344,0.505
18,2,5,0.622,0.616,0.626
18,6,6,0.674,0.555,0.738
23,0,7,0.631,0.604,0.642
23,6,7,0.531,0.422,0.776
23,8,8,0.42,0.186,0.619
33,0,5,0.891,0.882,0.895
33,2,5,0.877,0.838,0.922
33,5,5,0.943,0.906,0.959
38,0,9,0.832,0.801,0.852
38,2,11,0.836,0.819,0.897
38,6,7,0.808,0.717,0.979
38,7,5,0.316,0.299,1.029
38,8,6,0.467,0.19,0.728
43,2,6,0.849,0.79,0.974
43,6,5,0.889,0.888,0.898
43,8,5,0.271,0.22,0.408
48,0,5,0.8,0.79,0.804

=== MONTHLY 10 ===
elev,N,count,median,p25,p75
8,8,5,0.622,0.6,0.662
13,0,7,0.694,0.602,0.747
13,2,8,0.735,0.71,0.802
13,6,15,0.721,0.622,0.916
13,8,10,0.282,0.174,0.444
18,7,5,0.513,0.456,0.59
18,8,9,0.325,0.236,0.471
23,5,5,0.823,0.822,0.88
23,6,14,0.846,0.321,0.962
23,7,6,0.852,0.405,1.003
23,8,8,0.503,0.393,0.841
28,0,7,0.898,0.759,0.939
28,2,5,0.864,0.742,0.889
28,3,6,0.761,0.717,0.937
28,5,7,0.971,0.81,1.037
28,6,9,0.894,0.751,0.998
28,8,25,0.282,0.204,0.482
33,6,6,0.732,0.336,0.947
33,8,11,0.325,0.241,0.746
38,8,5,0.19,0.175,0.306

=== MONTHLY 11 ===
elev,N,count,median,p25,p75
8,6,6,0.53,0.456,0.664
8,7,5,0.63,0.451,0.798
8,8,17,0.29,0.173,0.501
13,8,27,0.296,0.14,0.449
18,2,5,0.753,0.701,0.786
18,6,13,0.81,0.648,0.844
18,7,8,0.423,0.403,0.43
18,8,34,0.188,0.135,0.409
23,2,5,0.762,0.758,1.001
23,6,6,0.894,0.738,1.023
23,7,5,0.59,0.419,0.855
23,8,26,0.214,0.146,0.388

=== MONTHLY 12 ===
elev,N,count,median,p25,p75
13,6,6,0.682,0.531,0.816
13,8,69,0.285,0.183,0.422
18,6,10,0.601,0.501,0.714
18,7,5,0.447,0.391,0.604
18,8,65,0.252,0.17,0.416

=== YEARLY 2023 ===
elev,N,count,median,p25,p75
8,6,6,0.599,0.481,0.664
8,8,6,0.444,0.273,0.623
13,2,6,0.784,0.71,0.802
13,5,5,0.837,0.802,0.891
13,6,9,0.816,0.64,0.887
13,8,35,0.371,0.2,0.464
18,6,13,0.761,0.585,0.836
18,7,5,0.447,0.422,0.604
18,8,30,0.355,0.179,0.525
23,6,10,0.928,0.724,1.001
23,8,12,0.362,0.212,0.617

=== YEARLY 2024 ===
elev,N,count,median,p25,p75
8,2,6,0.608,0.485,0.722
8,6,11,0.551,0.459,0.597
8,7,10,0.68,0.576,0.881
8,8,34,0.374,0.198,0.501
13,0,12,0.698,0.645,0.742
13,2,14,0.735,0.681,0.789
13,3,7,0.669,0.643,0.697
13,5,9,0.707,0.644,0.781
13,6,15,0.689,0.611,0.919
13,7,7,0.602,0.36,0.672
13,8,68,0.34,0.222,0.515
18,0,11,0.698,0.671,0.821
18,2,19,0.753,0.667,0.876
18,3,14,0.668,0.647,0.752
18,5,11,0.727,0.626,0.847
18,6,22,0.706,0.478,0.814
18,7,15,0.59,0.43,0.798
18,8,84,0.301,0.186,0.469
23,0,15,0.706,0.672,0.775
23,2,19,0.705,0.661,0.789
23,3,17,0.68,0.655,0.764
23,5,23,0.709,0.654,0.866
23,6,27,0.714,0.452,0.836
23,7,11,0.811,0.402,0.867
23,8,60,0.346,0.19,0.619
28,0,14,0.187,0.169,0.547
28,2,13,0.206,0.185,0.235
28,3,6,0.729,0.241,0.78
28,5,8,0.937,0.905,0.99
28,6,9,0.405,0.249,0.473
28,7,12,0.645,0.509,0.966
28,8,39,0.418,0.275,0.51
33,0,29,0.949,0.914,1.007
33,2,24,0.92,0.871,0.99
33,3,10,0.995,0.885,1.014
33,5,11,0.959,0.894,1.028
33,6,10,0.881,0.602,0.952
33,7,11,0.819,0.35,1.02
33,8,36,0.293,0.182,0.518
38,5,7,0.942,0.857,0.998
38,6,9,0.85,0.518,0.974
38,7,8,0.709,0.299,1.064
38,8,16,0.48,0.228,0.728
43,0,5,0.907,0.886,0.918
43,2,6,0.954,0.857,0.992
43,3,5,0.828,0.796,0.855
43,5,7,0.962,0.837,1.025
43,6,7,0.913,0.888,1.02
43,7,7,0.591,0.388,0.712
43,8,19,0.367,0.199,0.556
48,0,6,0.925,0.868,0.978
48,2,12,0.877,0.856,0.985
48,3,7,0.873,0.859,0.901
48,5,7,0.881,0.856,0.95
48,6,16,0.938,0.704,1.024
48,7,5,0.85,0.662,0.922
48,8,16,0.353,0.271,0.777
53,0,13,0.921,0.879,0.952
53,2,17,0.888,0.874,0.923
53,3,11,0.871,0.847,0.89
53,5,19,0.859,0.846,0.946
53,6,19,0.878,0.837,1.004
53,7,6,0.856,0.83,0.88
53,8,19,0.5,0.19,0.888
58,0,8,0.851,0.85,0.86
58,2,13,0.882,0.849,0.902
58,3,7,0.86,0.851,0.879
58,5,6,0.903,0.849,0.976
58,6,5,0.911,0.894,0.923
58,7,6,0.744,0.413,0.879
58,8,7,0.231,0.149,0.586
63,2,8,0.865,0.864,0.882
63,5,7,0.916,0.883,0.965
63,8,8,0.28,0.232,0.87

=== YEARLY 2025 ===
elev,N,count,median,p25,p75
8,0,15,0.552,0.487,0.722
8,2,5,0.671,0.609,0.693
8,6,8,0.513,0.39,0.864
8,7,7,0.518,0.451,0.719
8,8,21,0.425,0.208,0.561
13,0,13,0.602,0.504,0.659
13,2,8,0.678,0.648,0.702
13,3,8,0.672,0.666,0.698
13,5,8,0.647,0.628,0.689
13,6,15,0.679,0.559,0.721
13,7,11,0.583,0.389,0.677
13,8,54,0.289,0.161,0.439
18,0,19,0.633,0.602,0.67
18,2,19,0.617,0.601,0.644
18,3,6,0.7,0.648,0.833
18,5,12,0.649,0.621,0.779
18,6,25,0.649,0.591,0.69
18,7,13,0.429,0.391,0.515
18,8,74,0.261,0.167,0.447
23,0,28,0.645,0.607,0.7
23,2,16,0.667,0.622,0.692
23,3,15,0.67,0.65,0.686
23,5,21,0.706,0.67,0.765
23,6,25,0.641,0.476,0.741
23,7,14,0.505,0.405,0.705
23,8,51,0.322,0.198,0.604
28,0,26,0.156,0.135,0.207
28,2,11,0.218,0.155,0.742
28,3,6,0.752,0.681,0.805
28,5,10,0.488,0.238,0.81
28,6,14,0.667,0.33,0.856
28,8,20,0.241,0.162,0.418
33,0,33,0.705,0.668,0.8
33,2,15,0.716,0.669,0.806
33,3,13,0.713,0.686,0.865
33,5,12,0.78,0.696,0.927
33,6,21,0.681,0.405,0.781
33,7,9,0.502,0.366,0.675
33,8,24,0.313,0.211,0.637
38,0,7,0.832,0.801,0.852
38,2,10,0.834,0.819,0.844
38,6,5,0.737,0.717,0.808
38,8,22,0.303,0.19,0.352
43,0,6,0.82,0.806,0.842
43,2,15,0.827,0.798,0.854
43,6,10,0.892,0.855,1.04
43,8,12,0.246,0.206,0.379
48,0,23,0.812,0.8,0.85
48,2,8,0.821,0.802,0.856
48,5,8,0.83,0.816,0.918
48,6,10,0.852,0.784,0.937
48,8,15,0.332,0.239,0.901
53,0,22,0.88,0.803,0.918
53,2,19,0.874,0.823,0.9
53,3,11,0.868,0.787,0.931
53,5,17,0.866,0.822,0.918
53,6,21,0.854,0.768,0.897
53,7,7,0.786,0.473,0.893
58,0,6,0.765,0.759,0.77
58,2,8,0.792,0.783,0.805
58,3,7,0.791,0.781,0.796
58,5,5,0.78,0.777,0.805
58,6,10,0.888,0.801,0.949
58,8,9,0.26,0.203,0.732
63,0,5,0.692,0.686,0.697
63,2,8,0.77,0.764,0.775
63,5,6,0.771,0.737,0.821
63,6,10,0.816,0.761,0.848

=== YEARLY 2026 ===
elev,N,count,median,p25,p75
8,0,5,0.607,0.592,0.609
8,7,6,0.527,0.465,0.545
8,8,12,0.355,0.231,0.567
13,2,6,0.652,0.646,0.68
13,5,5,0.624,0.554,0.665
13,6,9,0.577,0.532,0.669
13,8,13,0.23,0.154,0.387
18,3,7,0.584,0.583,0.593
18,7,7,0.602,0.524,0.787
18,8,33,0.287,0.135,0.37
23,8,28,0.33,0.221,0.43
28,8,11,0.305,0.207,0.474
33,0,8,0.744,0.72,0.773
33,8,5,0.589,0.546,0.736
38,6,5,0.719,0.501,0.783
38,8,10,0.335,0.184,0.618
43,8,9,0.236,0.168,0.412

